Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Southern Region,Telangana,500081,2022,Q2,14210122,17646870493.30597
Southern Region,Telangana,500032,2022,Q2,11485072,14002673625.919622
Southern Region,Telangana,500039,2022,Q2,10467649,17017841476.052551
Southern Region,Telangana,500016,2022,Q2,9992848,13620769782.70459
Southern Region,Telangana,500055,2022,Q2,9980355,17123640652.266861
Southern Region,Telangana,500008,2022,Q2,9947148,15389385446.375467
Southern Region,Telangana,505001,2022,Q2,9545797,21195096467.279808
Southern Region,Telangana,500034,2022,Q3,832279716,1276247184385.9084
Southern Region,Telangana,500001,2022,Q3,41594312,81023115302.54439
Southern Region,Telangana,500072,2022,Q3,26582641,41355794769.317184
Southern Region,Telangana,500081,2022,Q3,15668872,19358870686.21712
Southern Region,Telangana,500032,2022,Q3,13715084,16599965684.775618
Southern Region,Telangana,500018,2022,Q3,12533622,19328612477.032097
Southern Region,Telangana,500039,2022,Q3,10711855,17344732558.787483
Southern Region,Telangana,500008,2022,Q3,10565808,15897911040.449696
Southern Region,Telangana,500016,2022,Q3,10308750,13959659026.733902
Southern Region,Telangana,500055,2022,Q3,10192110,17212329189.204395
Southern Region,Telangana,500034,2022,Q4,967508435,1501499856273.482
Southern Region,Telangana,500072,2022,Q4,29837348,43828768614.90263
Southern Region,Telangana,500081,2022,Q4,18200179,21837343269.90342
Southern Region,Telangana,500032,2022,Q4,16676568,19489851410.851654
Southern Region,Telangana,500018,2022,Q4,13680565,20005071132.36766
Southern Region,Telangana,500008,2022,Q4,12242795,17462290141.4647
Southern Region,Telangana,500039,2022,Q4,11783216,18218140319.090397
Southern Region,Telangana,500016,2022,Q4,11652977,14952156779.241873
Southern Region,Telangana,500055,2022,Q4,11229616,18331355623.01084
Southern Region,Telangana,505001,2022,Q4,10568166,21675484993.731754
North-Eastern Region,Tripura,799001,2018,Q1,9535,11029713.22537743
North-Eastern Region,Tripura,799046,2018,Q1,8115,4481185.965617785
North-Eastern Region,Tripura,799003,2018,Q1,7721,6889318.059385335
North-Eastern Region,Tripura,799155,2018,Q1,7519,5383748.109126912
North-Eastern Region,Tripura,799002,2018,Q1,6060,6393590.665619975
North-Eastern Region,Tripura,799004,2018,Q1,4945,3958909.446629426
North-Eastern Region,Tripura,799006,2018,Q1,4835,6148718.805493982
North-Eastern Region,Tripura,799007,2018,Q1,4641,4240873.416960197
North-Eastern Region,Tripura,799045,2018,Q1,4527,3312163.515499535
North-Eastern Region,Tripura,799102,2018,Q1,4215,3628475.9295311337
North-Eastern Region,Tripura,799001,2018,Q2,16193,22630189.05025975
North-Eastern Region,Tripura,799003,2018,Q2,13267,13893727.162020518
North-Eastern Region,Tripura,799002,2018,Q2,9434,13824656.411057238
North-Eastern Region,Tripura,799046,2018,Q2,9406,4432799.96670127
North-Eastern Region,Tripura,799155,2018,Q2,8945,5474306.142294022
North-Eastern Region,Tripura,799007,2018,Q2,7847,8291791.644447763
North-Eastern Region,Tripura,799006,2018,Q2,7759,10227642.941695252
North-Eastern Region,Tripura,799004,2018,Q2,7715,7630447.348588114
North-Eastern Region,Tripura,799045,2018,Q2,7218,6651788.938860076
North-Eastern Region,Tripura,799102,2018,Q2,6211,6659764.110741316
North-Eastern Region,Tripura,799001,2018,Q3,26677,41554796.06232005
North-Eastern Region,Tripura,799155,2018,Q3,22775,13878380.349654801
North-Eastern Region,Tripura,799003,2018,Q3,20863,26521165.492775697
North-Eastern Region,Tripura,799004,2018,Q3,15957,15259828.623471003
North-Eastern Region,Tripura,799002,2018,Q3,13549,21727933.41999336
North-Eastern Region,Tripura,799007,2018,Q3,13085,14738361.157598253
North-Eastern Region,Tripura,799125,2018,Q3,11029,5890832.270108508
North-Eastern Region,Tripura,799006,2018,Q3,10737,18576688.886306185
North-Eastern Region,Tripura,799045,2018,Q3,10730,11264413.648288762
North-Eastern Region,Tripura,799277,2018,Q3,10474,6636278.515974367
North-Eastern Region,Tripura,799001,2018,Q4,30211,53358135.459365055
North-Eastern Region,Tripura,799003,2018,Q4,24129,33130054.552197695
North-Eastern Region,Tripura,799004,2018,Q4,16984,15044604.790466465
North-Eastern Region,Tripura,799155,2018,Q4,16216,16016227.927989459
North-Eastern Region,Tripura,799002,2018,Q4,15450,31283607.328756448
North-Eastern Region,Tripura,799115,2018,Q4,15124,6515322.042602584
North-Eastern Region,Tripura,799007,2018,Q4,13392,19340901.48889567
North-Eastern Region,Tripura,799102,2018,Q4,13186,24013906.297928028
North-Eastern Region,Tripura,799006,2018,Q4,12843,27058449.477130245
North-Eastern Region,Tripura,799114,2018,Q4,12739,17731538.275294676
North-Eastern Region,Tripura,799001,2019,Q1,37656,58808386.11254738
North-Eastern Region,Tripura,799045,2019,Q1,32057,22042038.32010384
North-Eastern Region,Tripura,799003,2019,Q1,30432,34298575.86055405
North-Eastern Region,Tripura,799046,2019,Q1,29193,18324221.165856857
North-Eastern Region,Tripura,799155,2019,Q1,20066,15448784.364964338
North-Eastern Region,Tripura,799002,2019,Q1,18906,33534058.550350398
North-Eastern Region,Tripura,799006,2019,Q1,17707,34357490.78914949
North-Eastern Region,Tripura,799102,2019,Q1,17392,28991024.254894234
North-Eastern Region,Tripura,799114,2019,Q1,16687,21899544.30922909
North-Eastern Region,Tripura,799105,2019,Q1,16021,9117566.43136074
North-Eastern Region,Tripura,799001,2019,Q2,37761,70792093.22384417
North-Eastern Region,Tripura,799045,2019,Q2,30319,21458238.372993916
North-Eastern Region,Tripura,799003,2019,Q2,29082,40602059.270438924
North-Eastern Region,Tripura,799002,2019,Q2,23046,43809528.62988832
North-Eastern Region,Tripura,799046,2019,Q2,19204,10921338.980957638
North-Eastern Region,Tripura,799006,2019,Q2,18093,35941960.945502445
North-Eastern Region,Tripura,799155,2019,Q2,16468,22532424.095161695
North-Eastern Region,Tripura,799102,2019,Q2,16037,30417659.361688234
North-Eastern Region,Tripura,799004,2019,Q2,15295,19554348.303277653
North-Eastern Region,Tripura,799114,2019,Q2,14847,26757331.919482447
North-Eastern Region,Tripura,799001,2019,Q3,51438,93380569.27025789
North-Eastern Region,Tripura,799045,2019,Q3,39334,29298594.069710083
North-Eastern Region,Tripura,799003,2019,Q3,39244,53780117.536917195
North-Eastern Region,Tripura,799046,2019,Q3,29219,15207739.612069774
North-Eastern Region,Tripura,799130,2019,Q3,28057,3238309.1577247446
North-Eastern Region,Tripura,799002,2019,Q3,26328,50162441.78055528
North-Eastern Region,Tripura,799102,2019,Q3,24908,36342978.789730325
North-Eastern Region,Tripura,799006,2019,Q3,23880,42917645.29760188
North-Eastern Region,Tripura,799114,2019,Q3,20776,30346722.341008067
North-Eastern Region,Tripura,799004,2019,Q3,19818,26236206.515483726
North-Eastern Region,Tripura,799001,2019,Q4,59817,116307801.07017073
North-Eastern Region,Tripura,799045,2019,Q4,45821,35598657.925334334
North-Eastern Region,Tripura,799003,2019,Q4,42568,61220263.69783716
North-Eastern Region,Tripura,799002,2019,Q4,33256,61939778.4373323
North-Eastern Region,Tripura,799046,2019,Q4,31323,13628181.157013314
North-Eastern Region,Tripura,799006,2019,Q4,27159,49275861.03234182
North-Eastern Region,Tripura,799114,2019,Q4,25221,41391803.91662499
North-Eastern Region,Tripura,799102,2019,Q4,24449,40151522.77156638
North-Eastern Region,Tripura,799004,2019,Q4,23382,28838355.07026829
North-Eastern Region,Tripura,799007,2019,Q4,19531,31168699.079625934
North-Eastern Region,Tripura,799001,2020,Q1,87118,229108279.45874107
North-Eastern Region,Tripura,799045,2020,Q1,54606,46338875.951909564
North-Eastern Region,Tripura,799003,2020,Q1,45792,72550846.1694471
North-Eastern Region,Tripura,799002,2020,Q1,38687,84034432.02631971
North-Eastern Region,Tripura,799046,2020,Q1,37709,23786160.00425904
North-Eastern Region,Tripura,799006,2020,Q1,31839,54089101.86975972
North-Eastern Region,Tripura,799102,2020,Q1,27466,49153186.04571221
North-Eastern Region,Tripura,799114,2020,Q1,26389,51799357.56879772
North-Eastern Region,Tripura,799004,2020,Q1,23837,37342590.53011496
North-Eastern Region,Tripura,799007,2020,Q1,21313,36370038.2215394
North-Eastern Region,Tripura,799001,2020,Q2,86161,231777951.65221855
North-Eastern Region,Tripura,799003,2020,Q2,49958,73583848.18567409
North-Eastern Region,Tripura,799002,2020,Q2,37405,75110381.30976826
North-Eastern Region,Tripura,799006,2020,Q2,35153,60239811.171632275
North-Eastern Region,Tripura,799102,2020,Q2,34738,53712524.49111782
North-Eastern Region,Tripura,799004,2020,Q2,28839,37829268.41849456
North-Eastern Region,Tripura,799114,2020,Q2,28177,46398057.28751227
North-Eastern Region,Tripura,799155,2020,Q2,24496,40208843.98148832
North-Eastern Region,Tripura,799205,2020,Q2,23969,37261173.21177393
North-Eastern Region,Tripura,799007,2020,Q2,23094,40747758.57995502
North-Eastern Region,Tripura,799001,2020,Q3,96924,210455496.0266828
North-Eastern Region,Tripura,799003,2020,Q3,65038,109358598.05519056
North-Eastern Region,Tripura,799006,2020,Q3,45446,78785790.52682589
North-Eastern Region,Tripura,799102,2020,Q3,45289,91839429.53746599
North-Eastern Region,Tripura,799114,2020,Q3,37844,71003467.59346402
North-Eastern Region,Tripura,799002,2020,Q3,37641,64303225.30132322
North-Eastern Region,Tripura,799004,2020,Q3,36340,54457731.927102
North-Eastern Region,Tripura,799007,2020,Q3,34436,58279661.01278485
North-Eastern Region,Tripura,799155,2020,Q3,33249,56454838.99751498
North-Eastern Region,Tripura,799144,2020,Q3,29882,54323214.01146464
North-Eastern Region,Tripura,799001,2020,Q4,141329,295115359.2662865
North-Eastern Region,Tripura,799003,2020,Q4,82681,147151146.0687793
North-Eastern Region,Tripura,799006,2020,Q4,61696,108145630.55170871
North-Eastern Region,Tripura,799002,2020,Q4,55560,100535797.21030375
North-Eastern Region,Tripura,799102,2020,Q4,52786,111685943.64403538
North-Eastern Region,Tripura,799114,2020,Q4,47263,92896210.52195582
North-Eastern Region,Tripura,799007,2020,Q4,46192,84813177.69154394
North-Eastern Region,Tripura,799004,2020,Q4,43651,71000220.55746494
North-Eastern Region,Tripura,799155,2020,Q4,38763,70106158.70082445
North-Eastern Region,Tripura,799144,2020,Q4,36082,72546534.16628619
North-Eastern Region,Tripura,799001,2021,Q1,164426,351838459.6746892
North-Eastern Region,Tripura,799003,2021,Q1,78218,150843150.2731369
North-Eastern Region,Tripura,799006,2021,Q1,59597,112591803.35512727
North-Eastern Region,Tripura,799002,2021,Q1,51373,102124507.47055371
North-Eastern Region,Tripura,799102,2021,Q1,44866,119821045.16698335
North-Eastern Region,Tripura,799007,2021,Q1,43503,84124781.34950277
North-Eastern Region,Tripura,799114,2021,Q1,40132,92541940.02667081
North-Eastern Region,Tripura,799004,2021,Q1,39713,72262565.21975665
North-Eastern Region,Tripura,799014,2021,Q1,32288,62794570.68835791
North-Eastern Region,Tripura,799250,2021,Q1,31567,63515189.29873623
North-Eastern Region,Tripura,799001,2021,Q2,180337,373392994.57616675
North-Eastern Region,Tripura,799003,2021,Q2,90822,155529445.10942465
North-Eastern Region,Tripura,799006,2021,Q2,65418,113783445.13858834
North-Eastern Region,Tripura,799002,2021,Q2,57605,107430080.57647577
North-Eastern Region,Tripura,799102,2021,Q2,51180,115247617.3938867
North-Eastern Region,Tripura,799007,2021,Q2,48536,88158651.8442125
North-Eastern Region,Tripura,799004,2021,Q2,47039,81810219.06405766
North-Eastern Region,Tripura,799114,2021,Q2,46849,96199743.14707626
North-Eastern Region,Tripura,799250,2021,Q2,37122,74144287.76944911
North-Eastern Region,Tripura,799155,2021,Q2,35330,68704764.73818848
North-Eastern Region,Tripura,799001,2021,Q3,239712,491293307.22377086
North-Eastern Region,Tripura,799003,2021,Q3,106992,191426035.85396883
North-Eastern Region,Tripura,799006,2021,Q3,81643,144075502.84419107
North-Eastern Region,Tripura,799002,2021,Q3,70618,133797947.46158756
North-Eastern Region,Tripura,799102,2021,Q3,62055,136672967.2902025
North-Eastern Region,Tripura,799007,2021,Q3,58347,114150703.73060586
North-Eastern Region,Tripura,799004,2021,Q3,54930,99569788.42354734
North-Eastern Region,Tripura,799114,2021,Q3,53892,123731311.35281976
North-Eastern Region,Tripura,799250,2021,Q3,46394,101244270.42708679
North-Eastern Region,Tripura,799014,2021,Q3,42780,80557687.52728595
North-Eastern Region,Tripura,799001,2021,Q4,295775,586031411.957277
North-Eastern Region,Tripura,799003,2021,Q4,131927,254466503.09277552
North-Eastern Region,Tripura,799006,2021,Q4,96497,171670600.71489757
North-Eastern Region,Tripura,799002,2021,Q4,86597,156698917.09374124
North-Eastern Region,Tripura,799102,2021,Q4,71034,166663716.72451225
North-Eastern Region,Tripura,799007,2021,Q4,70960,139950429.76039606
North-Eastern Region,Tripura,799114,2021,Q4,64040,145294915.4439746
North-Eastern Region,Tripura,799004,2021,Q4,60088,123338690.05052328
North-Eastern Region,Tripura,799250,2021,Q4,57697,138474164.3670132
North-Eastern Region,Tripura,799005,2021,Q4,54415,90474426.21293609
North-Eastern Region,Tripura,799001,2022,Q1,331041,646519724.2691705
North-Eastern Region,Tripura,799003,2022,Q1,146078,273820222.0061229
North-Eastern Region,Tripura,799006,2022,Q1,110660,198187734.14251772
North-Eastern Region,Tripura,799002,2022,Q1,99326,184391648.29607794
North-Eastern Region,Tripura,799007,2022,Q1,81097,156834509.6687275
North-Eastern Region,Tripura,799102,2022,Q1,75836,176590209.86560526
North-Eastern Region,Tripura,799114,2022,Q1,73949,166978873.0450884
North-Eastern Region,Tripura,799250,2022,Q1,71594,163105645.28297308
North-Eastern Region,Tripura,799004,2022,Q1,65225,131348141.0895373
North-Eastern Region,Tripura,799005,2022,Q1,63965,100090144.61204371
North-Eastern Region,Tripura,799001,2022,Q2,407651,759465139.192843
North-Eastern Region,Tripura,799003,2022,Q2,174182,313050332.0984084
North-Eastern Region,Tripura,799006,2022,Q2,127250,215384605.7081984
North-Eastern Region,Tripura,799002,2022,Q2,114792,204667703.4873031
North-Eastern Region,Tripura,799045,2022,Q2,93306,145616980.44059926
North-Eastern Region,Tripura,799007,2022,Q2,90692,168134583.98132753
North-Eastern Region,Tripura,799102,2022,Q2,88619,198684750.0916176
North-Eastern Region,Tripura,799114,2022,Q2,87313,196883972.2693556
North-Eastern Region,Tripura,799250,2022,Q2,84082,182710246.64021888
North-Eastern Region,Tripura,799005,2022,Q2,78379,119951133.6884234
North-Eastern Region,Tripura,799001,2022,Q3,939704,1937548277.2018309
North-Eastern Region,Tripura,799003,2022,Q3,187351,325824471.7983676
North-Eastern Region,Tripura,799006,2022,Q3,144908,245071692.06024504
North-Eastern Region,Tripura,799002,2022,Q3,122273,216718649.56432867
North-Eastern Region,Tripura,799114,2022,Q3,104422,212784836.0453348
North-Eastern Region,Tripura,799007,2022,Q3,103140,184210552.17301154
North-Eastern Region,Tripura,799250,2022,Q3,96157,195274757.12707353
North-Eastern Region,Tripura,799045,2022,Q3,92909,157560825.577133
North-Eastern Region,Tripura,799102,2022,Q3,92491,202188747.5135752
North-Eastern Region,Tripura,799005,2022,Q3,84533,129672707.32143867
North-Eastern Region,Tripura,799001,2022,Q4,1547249,3286195023.042714
North-Eastern Region,Tripura,799003,2022,Q4,203913,346744483.3587987
North-Eastern Region,Tripura,799006,2022,Q4,155304,262180183.60865727
North-Eastern Region,Tripura,799002,2022,Q4,130048,228832816.924597
North-Eastern Region,Tripura,799277,2022,Q4,123078,278812213.88555306
North-Eastern Region,Tripura,799007,2022,Q4,110395,193352299.19761324
North-Eastern Region,Tripura,799250,2022,Q4,109016,211430536.20554632
North-Eastern Region,Tripura,799045,2022,Q4,108589,175091180.5513392
North-Eastern Region,Tripura,799114,2022,Q4,102682,198722297.4924404
North-Eastern Region,Tripura,799102,2022,Q4,98570,206592406.2818148
Central Region,Uttar Pradesh,201301,2018,Q1,690196,987613438.9540119
Central Region,Uttar Pradesh,211002,2018,Q1,155044,140660589.47154945
Central Region,Uttar Pradesh,221007,2018,Q1,119472,82547035.20302713
Central Region,Uttar Pradesh,201001,2018,Q1,117433,183997238.27418238
Central Region,Uttar Pradesh,201308,2018,Q1,115075,168194081.6746942
Central Region,Uttar Pradesh,221001,2018,Q1,102173,47996651.5829598
Central Region,Uttar Pradesh,201306,2018,Q1,99907,132863078.13597459
Central Region,Uttar Pradesh,201009,2018,Q1,99762,133676961.23942636
Central Region,Uttar Pradesh,201307,2018,Q1,94485,172191677.42441252
Central Region,Uttar Pradesh,250001,2018,Q1,86904,120435489.7262559
Central Region,Uttar Pradesh,201301,2018,Q2,971854,1673280979.3831716
Central Region,Uttar Pradesh,211002,2018,Q2,187515,228945299.5851271
Central Region,Uttar Pradesh,221007,2018,Q2,165262,142613640.0843257
Central Region,Uttar Pradesh,201308,2018,Q2,162134,260644317.4238733
Central Region,Uttar Pradesh,221001,2018,Q2,153900,76113219.3890778
Central Region,Uttar Pradesh,201001,2018,Q2,153569,289471992.2973092
Central Region,Uttar Pradesh,201307,2018,Q2,146944,277816751.94148046
Central Region,Uttar Pradesh,261136,2018,Q2,134292,11967846.59369568
Central Region,Uttar Pradesh,201009,2018,Q2,131868,225961450.0565845
Central Region,Uttar Pradesh,201306,2018,Q2,124283,193525124.64887193
Central Region,Uttar Pradesh,221001,2018,Q3,1439623,671779876.5266988
Central Region,Uttar Pradesh,201301,2018,Q3,1438458,2181626866.4046803
Central Region,Uttar Pradesh,221007,2018,Q3,991753,560212716.9641123
Central Region,Uttar Pradesh,261136,2018,Q3,945871,389705610.27483356
Central Region,Uttar Pradesh,201308,2018,Q3,336977,401172538.5402105
Central Region,Uttar Pradesh,201307,2018,Q3,324604,433959881.2009766
Central Region,Uttar Pradesh,211002,2018,Q3,292135,355720195.81126803
Central Region,Uttar Pradesh,201014,2018,Q3,230610,326683367.07204574
Central Region,Uttar Pradesh,201306,2018,Q3,224490,313973797.6198205
Central Region,Uttar Pradesh,201304,2018,Q3,213566,311521084.5279421
Central Region,Uttar Pradesh,201301,2018,Q4,2504916,3217987818.841588
Central Region,Uttar Pradesh,201308,2018,Q4,691019,646783222.7495496
Central Region,Uttar Pradesh,201307,2018,Q4,656491,698341707.1485498
Central Region,Uttar Pradesh,221001,2018,Q4,448556,211430158.87760276
Central Region,Uttar Pradesh,201303,2018,Q4,439449,476583976.2868532
Central Region,Uttar Pradesh,201304,2018,Q4,429697,491372728.48908836
Central Region,Uttar Pradesh,211002,2018,Q4,419546,532891862.8532194
Central Region,Uttar Pradesh,201014,2018,Q4,402649,505006233.0479592
Central Region,Uttar Pradesh,201009,2018,Q4,401531,555401283.4249731
Central Region,Uttar Pradesh,221007,2018,Q4,375707,324705577.7245589
Central Region,Uttar Pradesh,201301,2019,Q1,4596696,4223121104.413077
Central Region,Uttar Pradesh,226004,2019,Q1,2988999,4521167316.752953
Central Region,Uttar Pradesh,201307,2019,Q1,995263,967125877.3786304
Central Region,Uttar Pradesh,201308,2019,Q1,940906,816865460.7639456
Central Region,Uttar Pradesh,201304,2019,Q1,763989,738479434.1212442
Central Region,Uttar Pradesh,211002,2019,Q1,750868,842505341.9019947
Central Region,Uttar Pradesh,201306,2019,Q1,743462,665922050.9083495
Central Region,Uttar Pradesh,201303,2019,Q1,702940,679180072.1493174
Central Region,Uttar Pradesh,201009,2019,Q1,674047,801707823.3511343
Central Region,Uttar Pradesh,201014,2019,Q1,603950,682482312.1640904
Central Region,Uttar Pradesh,226004,2019,Q2,8966947,16438621373.818607
Central Region,Uttar Pradesh,201301,2019,Q2,3632838,3857716253.464631
Central Region,Uttar Pradesh,201307,2019,Q2,1041792,1111655670.8598578
Central Region,Uttar Pradesh,201308,2019,Q2,1040098,952636804.9072895
Central Region,Uttar Pradesh,208001,2019,Q2,990727,1850053188.7010975
Central Region,Uttar Pradesh,211002,2019,Q2,793974,1175239275.0226789
Central Region,Uttar Pradesh,201303,2019,Q2,760647,802473047.9832803
Central Region,Uttar Pradesh,201009,2019,Q2,736002,963720736.3791001
Central Region,Uttar Pradesh,201304,2019,Q2,722680,821249578.481452
Central Region,Uttar Pradesh,201014,2019,Q2,642296,778338860.9675133
Central Region,Uttar Pradesh,226004,2019,Q3,6687157,17110382946.6282
Central Region,Uttar Pradesh,201301,2019,Q3,4798433,4992797291.832095
Central Region,Uttar Pradesh,201307,2019,Q3,1517920,1501556495.9285545
Central Region,Uttar Pradesh,201308,2019,Q3,1273377,1233861005.4703152
Central Region,Uttar Pradesh,201303,2019,Q3,1078332,1070118111.8331378
Central Region,Uttar Pradesh,201009,2019,Q3,993499,1262039254.2371387
Central Region,Uttar Pradesh,201304,2019,Q3,991140,1097530067.7508283
Central Region,Uttar Pradesh,201014,2019,Q3,940093,1041446940.6122824
Central Region,Uttar Pradesh,211002,2019,Q3,849738,1357190393.8906558
Central Region,Uttar Pradesh,208001,2019,Q3,846654,2013119811.1164007
Central Region,Uttar Pradesh,226004,2019,Q4,8588482,21494958633.324272
Central Region,Uttar Pradesh,201301,2019,Q4,5805708,6194769074.369754
Central Region,Uttar Pradesh,201307,2019,Q4,1782991,1865553928.0043442
Central Region,Uttar Pradesh,201308,2019,Q4,1702665,1534651285.6518054
Central Region,Uttar Pradesh,201303,2019,Q4,1230731,1301166490.4265368
Central Region,Uttar Pradesh,201304,2019,Q4,1189081,1373926601.0065424
Central Region,Uttar Pradesh,201009,2019,Q4,1186803,1604582922.0953102
Central Region,Uttar Pradesh,221007,2019,Q4,1179731,1503521729.008887
Central Region,Uttar Pradesh,201014,2019,Q4,1096184,1259501777.7375505
Central Region,Uttar Pradesh,201306,2019,Q4,1066975,1140977200.7128494
Central Region,Uttar Pradesh,226004,2020,Q1,9379065,25604240132.822746
Central Region,Uttar Pradesh,201301,2020,Q1,5805295,6230032613.270485
Central Region,Uttar Pradesh,201307,2020,Q1,1865591,2046335836.437913
Central Region,Uttar Pradesh,201308,2020,Q1,1797906,1993215936.876497
Central Region,Uttar Pradesh,250001,2020,Q1,1369151,3275564105.912902
Central Region,Uttar Pradesh,201009,2020,Q1,1343777,1837100596.7914388
Central Region,Uttar Pradesh,201303,2020,Q1,1265203,1382014161.4161623
Central Region,Uttar Pradesh,201304,2020,Q1,1256012,1502194520.3290753
Central Region,Uttar Pradesh,201014,2020,Q1,1144853,1375882642.5890007
Central Region,Uttar Pradesh,201318,2020,Q1,1107456,1582552451.9809124
Central Region,Uttar Pradesh,226004,2020,Q2,7759585,23228204955.63629
Central Region,Uttar Pradesh,201301,2020,Q2,2632882,3032440979.2706
Central Region,Uttar Pradesh,201307,2020,Q2,1490791,1658785810.9373493
Central Region,Uttar Pradesh,250001,2020,Q2,1444660,3560011431.827073
Central Region,Uttar Pradesh,201009,2020,Q2,1415732,1732413692.0150585
Central Region,Uttar Pradesh,201102,2020,Q2,1234207,1668370137.5368576
Central Region,Uttar Pradesh,201318,2020,Q2,1079644,1436115572.1857004
Central Region,Uttar Pradesh,201304,2020,Q2,1024526,1133269193.3246734
Central Region,Uttar Pradesh,201308,2020,Q2,983057,1160315249.08782
Central Region,Uttar Pradesh,201303,2020,Q2,932952,984760940.8620598
Central Region,Uttar Pradesh,226004,2020,Q3,11561325,32419324318.886276
Central Region,Uttar Pradesh,201301,2020,Q3,4881051,5988749980.204367
Central Region,Uttar Pradesh,201307,2020,Q3,2082018,2330393573.7160997
Central Region,Uttar Pradesh,201009,2020,Q3,1901182,2646259864.451938
Central Region,Uttar Pradesh,250001,2020,Q3,1776682,4246932022.8562107
Central Region,Uttar Pradesh,201318,2020,Q3,1718615,2362990063.401171
Central Region,Uttar Pradesh,201102,2020,Q3,1483902,2523971248.3865833
Central Region,Uttar Pradesh,201304,2020,Q3,1460713,1727054333.3191237
Central Region,Uttar Pradesh,201308,2020,Q3,1444635,1784850059.1333647
Central Region,Uttar Pradesh,201303,2020,Q3,1182569,1341042683.2311177
Central Region,Uttar Pradesh,226004,2020,Q4,10577161,28971261812.62314
Central Region,Uttar Pradesh,201301,2020,Q4,8269422,9516431137.386436
Central Region,Uttar Pradesh,201307,2020,Q4,3169124,3513042732.4788995
Central Region,Uttar Pradesh,201009,2020,Q4,2745899,3935767844.1679306
Central Region,Uttar Pradesh,201318,2020,Q4,2635508,3627149674.616274
Central Region,Uttar Pradesh,201308,2020,Q4,2252985,2677669924.2664537
Central Region,Uttar Pradesh,201304,2020,Q4,2149594,2548975368.669379
Central Region,Uttar Pradesh,201102,2020,Q4,2128338,3813297884.071787
Central Region,Uttar Pradesh,250001,2020,Q4,2126289,4735111011.244249
Central Region,Uttar Pradesh,201303,2020,Q4,1853382,2070170152.263678
Central Region,Uttar Pradesh,226004,2021,Q1,22707332,45313324217.90133
Central Region,Uttar Pradesh,201301,2021,Q1,10319312,12062504221.249079
Central Region,Uttar Pradesh,250001,2021,Q1,3773281,7415487991.852068
Central Region,Uttar Pradesh,201307,2021,Q1,3475051,3875774997.6220965
Central Region,Uttar Pradesh,201318,2021,Q1,2910787,3960222041.8567605
Central Region,Uttar Pradesh,201308,2021,Q1,2900019,3147205748.8876724
Central Region,Uttar Pradesh,201009,2021,Q1,2805336,4050056403.412795
Central Region,Uttar Pradesh,201304,2021,Q1,2294976,2705732772.990325
Central Region,Uttar Pradesh,201102,2021,Q1,2202672,4068601034.7516813
Central Region,Uttar Pradesh,201303,2021,Q1,2085839,2303130814.5934906
Central Region,Uttar Pradesh,226004,2021,Q2,30119203,58851436924.50308
Central Region,Uttar Pradesh,201301,2021,Q2,9161290,11443281811.838333
Central Region,Uttar Pradesh,250001,2021,Q2,4986937,9290889335.293001
Central Region,Uttar Pradesh,201307,2021,Q2,3229621,3762392259.7045245
Central Region,Uttar Pradesh,201009,2021,Q2,2982592,4312398218.589519
Central Region,Uttar Pradesh,201318,2021,Q2,2879977,4086962465.071066
Central Region,Uttar Pradesh,201102,2021,Q2,2605822,4403533727.178192
Central Region,Uttar Pradesh,201304,2021,Q2,2304994,2716975312.4889264
Central Region,Uttar Pradesh,201308,2021,Q2,2232080,2824968875.5223007
Central Region,Uttar Pradesh,247001,2021,Q2,1887127,3969980278.18306
Central Region,Uttar Pradesh,226004,2021,Q3,32760729,56323637943.606125
Central Region,Uttar Pradesh,201301,2021,Q3,13557540,16582897948.020151
Central Region,Uttar Pradesh,250001,2021,Q3,6650017,11375083241.971977
Central Region,Uttar Pradesh,201307,2021,Q3,4542306,5106754765.059321
Central Region,Uttar Pradesh,201318,2021,Q3,4121986,5590993964.782591
Central Region,Uttar Pradesh,201009,2021,Q3,3889561,5487347295.887901
Central Region,Uttar Pradesh,201308,2021,Q3,3317108,3951031913.7470746
Central Region,Uttar Pradesh,201102,2021,Q3,3208514,5580811561.871746
Central Region,Uttar Pradesh,201304,2021,Q3,3163828,3612751194.966604
Central Region,Uttar Pradesh,247001,2021,Q3,2727689,5133685981.17178
Central Region,Uttar Pradesh,226004,2021,Q4,43155116,77167492878.88756
Central Region,Uttar Pradesh,201301,2021,Q4,17416177,23030538584.39058
Central Region,Uttar Pradesh,250001,2021,Q4,9138761,16053909978.870377
Central Region,Uttar Pradesh,201307,2021,Q4,5361041,6204986676.099574
Central Region,Uttar Pradesh,201318,2021,Q4,4950752,6912121603.062154
Central Region,Uttar Pradesh,201009,2021,Q4,4752954,6992671818.79501
Central Region,Uttar Pradesh,201308,2021,Q4,4325932,5139790918.163253
Central Region,Uttar Pradesh,201102,2021,Q4,4111189,7379089753.306963
Central Region,Uttar Pradesh,247001,2021,Q4,4040366,7174080294.1235695
Central Region,Uttar Pradesh,201304,2021,Q4,3770183,4508300764.615355
Central Region,Uttar Pradesh,226004,2022,Q1,52902770,91187788842.3486
Central Region,Uttar Pradesh,201301,2022,Q1,19346053,25597616522.579697
Central Region,Uttar Pradesh,250001,2022,Q1,10515641,17803919099.629593
Central Region,Uttar Pradesh,201307,2022,Q1,5880421,6890114375.000891
